month,level_1,level_2,value
2009-05,All Items,Clothing & Footwear,97.635
2009-05,All Items,Housing & Utilities,80.346
2009-05,All Items,Household Durables And Services,84.893
2009-05,All Items,Health Care,85.947
2009-05,All Items,Transport,73.323
2009-05,All Items,Communication,106.259
2009-05,All Items,Recreation & Culture,96.423
2009-05,All Items,Education,83.447
2009-05,All Items,Miscellaneous Goods & Services,94.424
2009-06,All Items,Food,88.904
2009-06,All Items,Food Excl Food Servicing Services,87.122
2009-06,All Items,Food Servicing Services,90.034
2009-06,All Items,Clothing & Footwear,95.306
2009-06,All Items,Housing & Utilities,78.439
2009-06,All Items,Household Durables And Services,84.719
2009-06,All Items,Health Care,86.001
2009-06,All Items,Transport,74.416
2009-06,All Items,Communication,106.234
2009-06,All Items,Recreation & Culture,96.366
2009-06,All Items,Education,83.399
2009-06,All Items,Miscellaneous Goods & Services,93.954
2009-07,All Items,Food,88.966
2009-07,All Items,Food Excl Food Servicing Services,87.143
2009-07,All Items,Food Servicing Services,90.121
2009-07,All Items,Clothing & Footwear,98.812
2009-07,All Items,Housing & Utilities,80.285
2009-07,All Items,Household Durables And Services,84.961
2009-07,All Items,Health Care,86.329
2009-07,All Items,Transport,75.417
2009-07,All Items,Communication,106.09
2009-07,All Items,Recreation & Culture,95.573
2009-07,All Items,Education,83.506
2009-07,All Items,Miscellaneous Goods & Services,94.037
2009-08,All Items,Food,88.932
2009-08,All Items,Food Excl Food Servicing Services,86.908
2009-08,All Items,Food Servicing Services,90.214
2009-08,All Items,Clothing & Footwear,100.178
2009-08,All Items,Housing & Utilities,80.141
2009-08,All Items,Household Durables And Services,85.112
2009-08,All Items,Health Care,86.13
2009-08,All Items,Transport,77.153
2009-08,All Items,Communication,105.978
2009-08,All Items,Recreation & Culture,95.083
2009-08,All Items,Education,83.982
2009-08,All Items,Miscellaneous Goods & Services,94.603
2009-09,All Items,Food,89.054
2009-09,All Items,Food Excl Food Servicing Services,87.186
2009-09,All Items,Food Servicing Services,90.237
2009-09,All Items,Clothing & Footwear,98.756
2009-09,All Items,Housing & Utilities,79.24
2009-09,All Items,Household Durables And Services,85.155
2009-09,All Items,Health Care,86.351
2009-09,All Items,Transport,76.855
2009-09,All Items,Communication,106.006
2009-09,All Items,Recreation & Culture,95.148
2009-09,All Items,Education,83.612
2009-09,All Items,Miscellaneous Goods & Services,94.435
2009-10,All Items,Food,89.179
2009-10,All Items,Food Excl Food Servicing Services,87.483
2009-10,All Items,Food Servicing Services,90.254
2009-10,All Items,Clothing & Footwear,99.618
2009-10,All Items,Housing & Utilities,80.673
2009-10,All Items,Household Durables And Services,85.39
2009-10,All Items,Health Care,86.404
2009-10,All Items,Transport,77.212
2009-10,All Items,Communication,105.636
2009-10,All Items,Recreation & Culture,95.509
2009-10,All Items,Education,83.67
2009-10,All Items,Miscellaneous Goods & Services,94.623
2009-11,All Items,Food,89.195
2009-11,All Items,Food Excl Food Servicing Services,87.545
2009-11,All Items,Food Servicing Services,90.241
2009-11,All Items,Clothing & Footwear,99.537
2009-11,All Items,Housing & Utilities,80.68
2009-11,All Items,Household Durables And Services,85.537
2009-11,All Items,Health Care,86.44
2009-11,All Items,Transport,77.602
2009-11,All Items,Communication,103.078
2009-11,All Items,Recreation & Culture,96.328
2009-11,All Items,Education,83.704
2009-11,All Items,Miscellaneous Goods & Services,94.48
2009-12,All Items,Food,89.154
2009-12,All Items,Food Excl Food Servicing Services,87.437
2009-12,All Items,Food Servicing Services,90.243
2009-12,All Items,Clothing & Footwear,98.093
2009-12,All Items,Housing & Utilities,78.834
2009-12,All Items,Household Durables And Services,85.524
2009-12,All Items,Health Care,86.365
2009-12,All Items,Transport,77.178
2009-12,All Items,Communication,102.903
2009-12,All Items,Recreation & Culture,97.229
2009-12,All Items,Education,83.703
2009-12,All Items,Miscellaneous Goods & Services,94.625
2010-01,All Items,Food,89.311
2010-01,All Items,Food Excl Food Servicing Services,87.837
2010-01,All Items,Food Servicing Services,90.245
2010-01,All Items,Clothing & Footwear,97.527
2010-01,All Items,Housing & Utilities,81.034
2010-01,All Items,Household Durables And Services,85.583
2010-01,All Items,Health Care,86.763
2010-01,All Items,Transport,77.871
2010-01,All Items,Communication,101.616
2010-01,All Items,Recreation & Culture,95.981
2010-01,All Items,Education,84.76
2010-01,All Items,Miscellaneous Goods & Services,94.747
2010-02,All Items,Food,89.946
2010-02,All Items,Food Excl Food Servicing Services,89.318
2010-02,All Items,Food Servicing Services,90.343
2010-02,All Items,Clothing & Footwear,96.76
2010-02,All Items,Housing & Utilities,81.032
2010-02,All Items,Household Durables And Services,85.565
2010-02,All Items,Health Care,86.678
2010-02,All Items,Transport,78.151
2010-02,All Items,Communication,103.861
2010-02,All Items,Recreation & Culture,97.169
2010-02,All Items,Education,85.476
2010-02,All Items,Miscellaneous Goods & Services,94.387
2010-03,All Items,Food,89.777
2010-03,All Items,Food Excl Food Servicing Services,88.712
2010-03,All Items,Food Servicing Services,90.452
2010-03,All Items,Clothing & Footwear,99.578
2010-03,All Items,Housing & Utilities,80.492
2010-03,All Items,Household Durables And Services,85.753
2010-03,All Items,Health Care,86.788
2010-03,All Items,Transport,78.98
2010-03,All Items,Communication,104.205
2010-03,All Items,Recreation & Culture,96.664
2010-03,All Items,Education,85.485
2010-03,All Items,Miscellaneous Goods & Services,94.945
2010-04,All Items,Food,89.911
2010-04,All Items,Food Excl Food Servicing Services,88.93
2010-04,All Items,Food Servicing Services,90.533
2010-04,All Items,Clothing & Footwear,99.456
2010-04,All Items,Housing & Utilities,81.507
2010-04,All Items,Household Durables And Services,85.733
2010-04,All Items,Health Care,87.261
2010-04,All Items,Transport,81.587
2010-04,All Items,Communication,101.99
2010-04,All Items,Recreation & Culture,97.727
2010-04,All Items,Education,85.696
2010-04,All Items,Miscellaneous Goods & Services,95.033
2010-05,All Items,Food,89.997
2010-05,All Items,Food Excl Food Servicing Services,89.129
2010-05,All Items,Food Servicing Services,90.546
2010-05,All Items,Clothing & Footwear,98.708
2010-05,All Items,Housing & Utilities,81.734
2010-05,All Items,Household Durables And Services,85.693
2010-05,All Items,Health Care,87.323
2010-05,All Items,Transport,84.32
2010-05,All Items,Communication,101.892
2010-05,All Items,Recreation & Culture,97.416
2010-05,All Items,Education,85.696
2010-05,All Items,Miscellaneous Goods & Services,94.821
2010-06,All Items,Food,89.994
2010-06,All Items,Food Excl Food Servicing Services,89.056
2010-06,All Items,Food Servicing Services,90.589
2010-06,All Items,Clothing & Footwear,95.401
2010-06,All Items,Housing & Utilities,80.355
2010-06,All Items,Household Durables And Services,85.636
2010-06,All Items,Health Care,87.562
2010-06,All Items,Transport,82.063
2010-06,All Items,Communication,103.174
2010-06,All Items,Recreation & Culture,96.863
2010-06,All Items,Education,85.696
2010-06,All Items,Miscellaneous Goods & Services,94.523
2010-07,All Items,Food,90.314
2010-07,All Items,Food Excl Food Servicing Services,89.576
2010-07,All Items,Food Servicing Services,90.78
2010-07,All Items,Clothing & Footwear,98.634
2010-07,All Items,Housing & Utilities,82.638
2010-07,All Items,Household Durables And Services,85.822
2010-07,All Items,Health Care,88.266
2010-07,All Items,Transport,83.444
2010-07,All Items,Communication,103.148
2010-07,All Items,Recreation & Culture,97.249
2010-07,All Items,Education,86.526
2010-07,All Items,Miscellaneous Goods & Services,94.638
2010-08,All Items,Food,90.441
2010-08,All Items,Food Excl Food Servicing Services,89.874
2010-08,All Items,Food Servicing Services,90.8
2010-08,All Items,Clothing & Footwear,101.11
2010-08,All Items,Housing & Utilities,82.899
2010-08,All Items,Household Durables And Services,86.015
2010-08,All Items,Health Care,88.315
2010-08,All Items,Transport,84.058
2010-08,All Items,Communication,104.137
2010-08,All Items,Recreation & Culture,97.338
2010-08,All Items,Education,87.284
2010-08,All Items,Miscellaneous Goods & Services,95.394
2010-09,All Items,Food,90.54
2010-09,All Items,Food Excl Food Servicing Services,89.953
2010-09,All Items,Food Servicing Services,90.911
2010-09,All Items,Clothing & Footwear,99.239
2010-09,All Items,Housing & Utilities,83.293
2010-09,All Items,Household Durables And Services,85.995
2010-09,All Items,Health Care,88.238
2010-09,All Items,Transport,83.864
2010-09,All Items,Communication,104.328
2010-09,All Items,Recreation & Culture,97.581
2010-09,All Items,Education,87.307
2010-09,All Items,Miscellaneous Goods & Services,95.225
2010-10,All Items,Food,90.707
2010-10,All Items,Food Excl Food Servicing Services,90.171
2010-10,All Items,Food Servicing Services,91.045
2010-10,All Items,Clothing & Footwear,100.73
2010-10,All Items,Housing & Utilities,83.779
2010-10,All Items,Household Durables And Services,86.373
2010-10,All Items,Health Care,88.519
2010-10,All Items,Transport,84.524
2010-10,All Items,Communication,103.419
2010-10,All Items,Recreation & Culture,98.289
2010-10,All Items,Education,87.499
2010-10,All Items,Miscellaneous Goods & Services,95.51
2010-11,All Items,Food,90.806
2010-11,All Items,Food Excl Food Servicing Services,90.405
2010-11,All Items,Food Servicing Services,91.061
2010-11,All Items,Clothing & Footwear,101.337
2010-11,All Items,Housing & Utilities,84.218
2010-11,All Items,Household Durables And Services,86.434
2010-11,All Items,Health Care,88.524
2010-11,All Items,Transport,84.9
2010-11,All Items,Communication,103.56
2010-11,All Items,Recreation & Culture,98.923
2010-11,All Items,Education,87.645
2010-11,All Items,Miscellaneous Goods & Services,95.732
2010-12,All Items,Food,91
2010-12,All Items,Food Excl Food Servicing Services,90.351
2010-12,All Items,Food Servicing Services,91.411
2010-12,All Items,Clothing & Footwear,98.126
2010-12,All Items,Housing & Utilities,83.281
2010-12,All Items,Household Durables And Services,86.364
2010-12,All Items,Health Care,88.554
2010-12,All Items,Transport,87.074
2010-12,All Items,Communication,103.628
2010-12,All Items,Recreation & Culture,99.455
2010-12,All Items,Education,87.645
2010-12,All Items,Miscellaneous Goods & Services,95.474
2011-01,All Items,Food,91.833
2011-01,All Items,Food Excl Food Servicing Services,92.037
2011-01,All Items,Food Servicing Services,91.703
2011-01,All Items,Clothing & Footwear,97.632
2011-01,All Items,Housing & Utilities,85.737
2011-01,All Items,Household Durables And Services,87.352
2011-01,All Items,Health Care,89.279
2011-01,All Items,Transport,92.143
2011-01,All Items,Communication,102.191
2011-01,All Items,Recreation & Culture,95.42
2011-01,All Items,Education,88.788
2011-01,All Items,Miscellaneous Goods & Services,95.748
2011-02,All Items,Food,92.232
2011-02,All Items,Food Excl Food Servicing Services,92.648
2011-02,All Items,Food Servicing Services,91.968
2011-02,All Items,Clothing & Footwear,97.911
2011-02,All Items,Housing & Utilities,86.234
2011-02,All Items,Household Durables And Services,89.269
2011-02,All Items,Health Care,89.312
2011-02,All Items,Transport,90.026
2011-02,All Items,Communication,102.059
2011-02,All Items,Recreation & Culture,95.646
2011-02,All Items,Education,88.977
2011-02,All Items,Miscellaneous Goods & Services,95.328
2011-03,All Items,Food,92.132
2011-03,All Items,Food Excl Food Servicing Services,91.698
2011-03,All Items,Food Servicing Services,92.408
2011-03,All Items,Clothing & Footwear,100.418
2011-03,All Items,Housing & Utilities,86.768
2011-03,All Items,Household Durables And Services,89.541
2011-03,All Items,Health Care,89.237
2011-03,All Items,Transport,89.527
2011-03,All Items,Communication,101.664
2011-03,All Items,Recreation & Culture,95.683
2011-03,All Items,Education,88.97
2011-03,All Items,Miscellaneous Goods & Services,96.02
2011-04,All Items,Food,92.5
2011-04,All Items,Food Excl Food Servicing Services,92.07
2011-04,All Items,Food Servicing Services,92.773
2011-04,All Items,Clothing & Footwear,99.971
2011-04,All Items,Housing & Utilities,86.053
2011-04,All Items,Household Durables And Services,91.381
2011-04,All Items,Health Care,89.595
2011-04,All Items,Transport,91.101
2011-04,All Items,Communication,101.608
2011-04,All Items,Recreation & Culture,96.205
2011-04,All Items,Education,89.111
2011-04,All Items,Miscellaneous Goods & Services,96.017
2011-05,All Items,Food,92.494
2011-05,All Items,Food Excl Food Servicing Services,91.909
2011-05,All Items,Food Servicing Services,92.865
2011-05,All Items,Clothing & Footwear,99.271
2011-05,All Items,Housing & Utilities,88.895
2011-05,All Items,Household Durables And Services,92.158
2011-05,All Items,Health Care,89.484
2011-05,All Items,Transport,90.601
2011-05,All Items,Communication,101.611
2011-05,All Items,Recreation & Culture,95.334
2011-05,All Items,Education,89.11
2011-05,All Items,Miscellaneous Goods & Services,95.772
2011-06,All Items,Food,92.772
2011-06,All Items,Food Excl Food Servicing Services,92.39
2011-06,All Items,Food Servicing Services,93.013
2011-06,All Items,Clothing & Footwear,96.394
2011-06,All Items,Housing & Utilities,88.034
2011-06,All Items,Household Durables And Services,92.173
2011-06,All Items,Health Care,89.534
2011-06,All Items,Transport,90.581
2011-06,All Items,Communication,101.487
2011-06,All Items,Recreation & Culture,95.818
2011-06,All Items,Education,89.129
2011-06,All Items,Miscellaneous Goods & Services,95.443
2011-07,All Items,Food,93.002
2011-07,All Items,Food Excl Food Servicing Services,92.31
2011-07,All Items,Food Servicing Services,93.441
2011-07,All Items,Clothing & Footwear,97.889
2011-07,All Items,Housing & Utilities,91.109
2011-07,All Items,Household Durables And Services,92.364
2011-07,All Items,Health Care,89.823
2011-07,All Items,Transport,93.045
2011-07,All Items,Communication,101.603
2011-07,All Items,Recreation & Culture,95.607
2011-07,All Items,Education,89.424
2011-07,All Items,Miscellaneous Goods & Services,95.922
2011-08,All Items,Food,93.155
2011-08,All Items,Food Excl Food Servicing Services,92.532
2011-08,All Items,Food Servicing Services,93.549
2011-08,All Items,Clothing & Footwear,100.608
2011-08,All Items,Housing & Utilities,91.85
2011-08,All Items,Household Durables And Services,92.433
2011-08,All Items,Health Care,89.9
2011-08,All Items,Transport,94.525
2011-08,All Items,Communication,101.564
2011-08,All Items,Recreation & Culture,96.252
2011-08,All Items,Education,90.083
2011-08,All Items,Miscellaneous Goods & Services,96.213
2011-09,All Items,Food,93.365
2011-09,All Items,Food Excl Food Servicing Services,92.903
2011-09,All Items,Food Servicing Services,93.657
2011-09,All Items,Clothing & Footwear,99.297
2011-09,All Items,Housing & Utilities,91.986
2011-09,All Items,Household Durables And Services,92.42
2011-09,All Items,Health Care,89.966
2011-09,All Items,Transport,93.44
2011-09,All Items,Communication,101.469
2011-09,All Items,Recreation & Culture,96.018
2011-09,All Items,Education,90.113
2011-09,All Items,Miscellaneous Goods & Services,96.063
2011-10,All Items,Food,93.875
2011-10,All Items,Food Excl Food Servicing Services,93.306
2011-10,All Items,Food Servicing Services,94.235
2011-10,All Items,Clothing & Footwear,99.915
2011-10,All Items,Housing & Utilities,92.778
2011-10,All Items,Household Durables And Services,92.616
2011-10,All Items,Health Care,90.207
2011-10,All Items,Transport,93.385
2011-10,All Items,Communication,101.624
2011-10,All Items,Recreation & Culture,96.316
2011-10,All Items,Education,90.056
2011-10,All Items,Miscellaneous Goods & Services,96.443
2011-11,All Items,Food,94.033
2011-11,All Items,Food Excl Food Servicing Services,93.549
2011-11,All Items,Food Servicing Services,94.339
2011-11,All Items,Clothing & Footwear,100.733
2011-11,All Items,Housing & Utilities,93.335
2011-11,All Items,Household Durables And Services,92.893
2011-11,All Items,Health Care,90.491
2011-11,All Items,Transport,94.695
2011-11,All Items,Communication,101.724
2011-11,All Items,Recreation & Culture,97.209
2011-11,All Items,Education,90.059
2011-11,All Items,Miscellaneous Goods & Services,96.127
2011-12,All Items,Food,94.355
2011-12,All Items,Food Excl Food Servicing Services,94.178
2011-12,All Items,Food Servicing Services,94.468
2011-12,All Items,Clothing & Footwear,98.174
2011-12,All Items,Housing & Utilities,92.235
2011-12,All Items,Household Durables And Services,92.79
2011-12,All Items,Health Care,90.937
2011-12,All Items,Transport,95.809
2011-12,All Items,Communication,101.693
2011-12,All Items,Recreation & Culture,98.461
2011-12,All Items,Education,90.063
2011-12,All Items,Miscellaneous Goods & Services,95.93
2012-01,All Items,Food,95.329
2012-01,All Items,Food Excl Food Servicing Services,96.242
2012-01,All Items,Food Servicing Services,94.75
2012-01,All Items,Clothing & Footwear,98.893
2012-01,All Items,Housing & Utilities,94.54
2012-01,All Items,Household Durables And Services,92.928
2012-01,All Items,Health Care,92.051
2012-01,All Items,Transport,95.359
2012-01,All Items,Communication,101.706
2012-01,All Items,Recreation & Culture,97.666
2012-01,All Items,Education,92.084
2012-01,All Items,Miscellaneous Goods & Services,96.378
2012-02,All Items,Food,94.646
2012-02,All Items,Food Excl Food Servicing Services,94.335
2012-02,All Items,Food Servicing Services,94.841
2012-02,All Items,Clothing & Footwear,99.579
2012-02,All Items,Housing & Utilities,95.054
2012-02,All Items,Household Durables And Services,92.882
2012-02,All Items,Health Care,92.454
2012-02,All Items,Transport,93.988
2012-02,All Items,Communication,101.62
2012-02,All Items,Recreation & Culture,97.065
2012-02,All Items,Education,92.241
2012-02,All Items,Miscellaneous Goods & Services,96.456
2012-03,All Items,Food,94.591
2012-03,All Items,Food Excl Food Servicing Services,94.114
2012-03,All Items,Food Servicing Services,94.893
2012-03,All Items,Clothing & Footwear,101.722
2012-03,All Items,Housing & Utilities,95.42
2012-03,All Items,Household Durables And Services,92.885
2012-03,All Items,Health Care,92.631
2012-03,All Items,Transport,97.241
2012-03,All Items,Communication,101.601
2012-03,All Items,Recreation & Culture,96.828
2012-03,All Items,Education,92.257
2012-03,All Items,Miscellaneous Goods & Services,96.666
2012-04,All Items,Food,94.717
2012-04,All Items,Food Excl Food Servicing Services,94.244
2012-04,All Items,Food Servicing Services,95.016
2012-04,All Items,Clothing & Footwear,101.278
2012-04,All Items,Housing & Utilities,96.476
2012-04,All Items,Household Durables And Services,93.098
2012-04,All Items,Health Care,93.273
2012-04,All Items,Transport,97.943
2012-04,All Items,Communication,101.735
2012-04,All Items,Recreation & Culture,96.967
2012-04,All Items,Education,92.995
2012-04,All Items,Miscellaneous Goods & Services,96.691
2012-05,All Items,Food,94.816
2012-05,All Items,Food Excl Food Servicing Services,94.396
2012-05,All Items,Food Servicing Services,95.081
2012-05,All Items,Clothing & Footwear,99.79
2012-05,All Items,Housing & Utilities,96.906
2012-05,All Items,Household Durables And Services,93.104
2012-05,All Items,Health Care,93.107
2012-05,All Items,Transport,98.893
2012-05,All Items,Communication,101.65
2012-05,All Items,Recreation & Culture,96.584
2012-05,All Items,Education,92.995
2012-05,All Items,Miscellaneous Goods & Services,96.456
2012-06,All Items,Food,94.923
2012-06,All Items,Food Excl Food Servicing Services,94.521
2012-06,All Items,Food Servicing Services,95.176
2012-06,All Items,Clothing & Footwear,97.461
2012-06,All Items,Housing & Utilities,97.289
2012-06,All Items,Household Durables And Services,93.204
2012-06,All Items,Health Care,93.437
2012-06,All Items,Transport,98.462
2012-06,All Items,Communication,101.657
2012-06,All Items,Recreation & Culture,96.715
2012-06,All Items,Education,93.023
2012-06,All Items,Miscellaneous Goods & Services,96.305
2012-07,All Items,Food,95.156
2012-07,All Items,Food Excl Food Servicing Services,94.828
2012-07,All Items,Food Servicing Services,95.364
2012-07,All Items,Clothing & Footwear,100.367
2012-07,All Items,Housing & Utilities,97.486
2012-07,All Items,Household Durables And Services,93.624
2012-07,All Items,Health Care,94.359
2012-07,All Items,Transport,98.313
2012-07,All Items,Communication,101.777
2012-07,All Items,Recreation & Culture,96.245
2012-07,All Items,Education,93.11
2012-07,All Items,Miscellaneous Goods & Services,96.808
2012-08,All Items,Food,95.249
2012-08,All Items,Food Excl Food Servicing Services,94.98
2012-08,All Items,Food Servicing Services,95.42
2012-08,All Items,Clothing & Footwear,101.895
2012-08,All Items,Housing & Utilities,97.895
2012-08,All Items,Household Durables And Services,93.857
2012-08,All Items,Health Care,94.493
2012-08,All Items,Transport,100.232
2012-08,All Items,Communication,101.819
2012-08,All Items,Recreation & Culture,96.564
2012-08,All Items,Education,93.641
2012-08,All Items,Miscellaneous Goods & Services,97.18
2012-09,All Items,Food,95.341
2012-09,All Items,Food Excl Food Servicing Services,95.017
2012-09,All Items,Food Servicing Services,95.546
2012-09,All Items,Clothing & Footwear,101.728
2012-09,All Items,Housing & Utilities,98.366
2012-09,All Items,Household Durables And Services,94.099
2012-09,All Items,Health Care,94.402
2012-09,All Items,Transport,102.403
2012-09,All Items,Communication,101.871
2012-09,All Items,Recreation & Culture,96.806
2012-09,All Items,Education,93.765
2012-09,All Items,Miscellaneous Goods & Services,97.285
2012-10,All Items,Food,95.508
2012-10,All Items,Food Excl Food Servicing Services,95.098
2012-10,All Items,Food Servicing Services,95.767
2012-10,All Items,Clothing & Footwear,101.959
2012-10,All Items,Housing & Utilities,98.378
2012-10,All Items,Household Durables And Services,94.558
2012-10,All Items,Health Care,94.699
2012-10,All Items,Transport,100.377
2012-10,All Items,Communication,101.661
2012-10,All Items,Recreation & Culture,97.66
2012-10,All Items,Education,93.782
2012-10,All Items,Miscellaneous Goods & Services,97.601
2012-11,All Items,Food,95.621
2012-11,All Items,Food Excl Food Servicing Services,95.276
2012-11,All Items,Food Servicing Services,95.838
2012-11,All Items,Clothing & Footwear,100.456
2012-11,All Items,Housing & Utilities,98.682
2012-11,All Items,Household Durables And Services,94.48
2012-11,All Items,Health Care,94.86
2012-11,All Items,Transport,100.572
2012-11,All Items,Communication,101.656
2012-11,All Items,Recreation & Culture,97.879
2012-11,All Items,Education,93.786
2012-11,All Items,Miscellaneous Goods & Services,97.792
2012-12,All Items,Food,95.794
2012-12,All Items,Food Excl Food Servicing Services,95.675
2012-12,All Items,Food Servicing Services,95.869
2012-12,All Items,Clothing & Footwear,100.715
2012-12,All Items,Housing & Utilities,98.969
2012-12,All Items,Household Durables And Services,95.039
2012-12,All Items,Health Care,94.989
2012-12,All Items,Transport,103.629
2012-12,All Items,Communication,100.389
2012-12,All Items,Recreation & Culture,98.812
2012-12,All Items,Education,93.786
2012-12,All Items,Miscellaneous Goods & Services,97.647
2013-01,All Items,Food,96.31
2013-01,All Items,Food Excl Food Servicing Services,96.564
2013-01,All Items,Food Servicing Services,96.148
2013-01,All Items,Clothing & Footwear,100.177
2013-01,All Items,Housing & Utilities,99.05
2013-01,All Items,Household Durables And Services,95.192
2013-01,All Items,Health Care,95.358
2013-01,All Items,Transport,103.441
2013-01,All Items,Communication,100.434
2013-01,All Items,Recreation & Culture,97.749
2013-01,All Items,Education,95.897
2013-01,All Items,Miscellaneous Goods & Services,98.486
2013-02,All Items,Food,96.764
2013-02,All Items,Food Excl Food Servicing Services,97.58
2013-02,All Items,Food Servicing Services,96.247
2013-02,All Items,Clothing & Footwear,100.068
2013-02,All Items,Housing & Utilities,99.365
2013-02,All Items,Household Durables And Services,98.461
2013-02,All Items,Health Care,95.706
2013-02,All Items,Transport,107.058
2013-02,All Items,Communication,100.393
2013-02,All Items,Recreation & Culture,97.892
2013-02,All Items,Education,95.987
2013-02,All Items,Miscellaneous Goods & Services,98.394
2013-03,All Items,Food,96.25
2013-03,All Items,Food Excl Food Servicing Services,96.035
2013-03,All Items,Food Servicing Services,96.387
2013-03,All Items,Clothing & Footwear,103.131
2013-03,All Items,Housing & Utilities,99.59
2013-03,All Items,Household Durables And Services,96.537
2013-03,All Items,Health Care,96.359
2013-03,All Items,Transport,103.983
2013-03,All Items,Communication,100.448
2013-03,All Items,Recreation & Culture,97.762
2013-03,All Items,Education,96.002
2013-03,All Items,Miscellaneous Goods & Services,99.034
2013-04,All Items,Food,96.438
2013-04,All Items,Food Excl Food Servicing Services,96.169
2013-04,All Items,Food Servicing Services,96.609
2013-04,All Items,Clothing & Footwear,101.22
2013-04,All Items,Housing & Utilities,97.672
2013-04,All Items,Household Durables And Services,97.93
2013-04,All Items,Health Care,96.528
2013-04,All Items,Transport,98.433
2013-04,All Items,Communication,100.441
2013-04,All Items,Recreation & Culture,96.946
2013-04,All Items,Education,96.221
2013-04,All Items,Miscellaneous Goods & Services,98.931
2013-05,All Items,Food,96.742
2013-05,All Items,Food Excl Food Servicing Services,96.656
2013-05,All Items,Food Servicing Services,96.796
2013-05,All Items,Clothing & Footwear,100.859
2013-05,All Items,Housing & Utilities,100.294
2013-05,All Items,Household Durables And Services,98.139
2013-05,All Items,Health Care,97.044
2013-05,All Items,Transport,96.083
2013-05,All Items,Communication,100.199
2013-05,All Items,Recreation & Culture,97.066
2013-05,All Items,Education,96.222
2013-05,All Items,Miscellaneous Goods & Services,99.185
2013-06,All Items,Food,96.844
2013-06,All Items,Food Excl Food Servicing Services,96.685
2013-06,All Items,Food Servicing Services,96.944
2013-06,All Items,Clothing & Footwear,98.004
2013-06,All Items,Housing & Utilities,100.482
2013-06,All Items,Household Durables And Services,98.478
2013-06,All Items,Health Care,97.462
2013-06,All Items,Transport,96.919
2013-06,All Items,Communication,100.202
2013-06,All Items,Recreation & Culture,97.618
2013-06,All Items,Education,96.224
2013-06,All Items,Miscellaneous Goods & Services,98.669
2013-07,All Items,Food,97.139
2013-07,All Items,Food Excl Food Servicing Services,97.101
2013-07,All Items,Food Servicing Services,97.163
2013-07,All Items,Clothing & Footwear,100.394
2013-07,All Items,Housing & Utilities,98.922
2013-07,All Items,Household Durables And Services,98.713
2013-07,All Items,Health Care,97.961
2013-07,All Items,Transport,99.955
2013-07,All Items,Communication,100.186
2013-07,All Items,Recreation & Culture,97.045
2013-07,All Items,Education,96.254
2013-07,All Items,Miscellaneous Goods & Services,98.691
2013-08,All Items,Food,97.471
2013-08,All Items,Food Excl Food Servicing Services,97.147
2013-08,All Items,Food Servicing Services,97.675
2013-08,All Items,Clothing & Footwear,101.49
2013-08,All Items,Housing & Utilities,100.645
2013-08,All Items,Household Durables And Services,98.815
2013-08,All Items,Health Care,98.041
2013-08,All Items,Transport,100.402
2013-08,All Items,Communication,100.044
2013-08,All Items,Recreation & Culture,98.296
2013-08,All Items,Education,97.283
2013-08,All Items,Miscellaneous Goods & Services,98.943
2013-09,All Items,Food,97.569
2013-09,All Items,Food Excl Food Servicing Services,97.322
2013-09,All Items,Food Servicing Services,97.725
2013-09,All Items,Clothing & Footwear,100.191
2013-09,All Items,Housing & Utilities,100.83
2013-09,All Items,Household Durables And Services,98.776
2013-09,All Items,Health Care,98.048
2013-09,All Items,Transport,100.854
2013-09,All Items,Communication,99.909
2013-09,All Items,Recreation & Culture,98.868
2013-09,All Items,Education,97.322
2013-09,All Items,Miscellaneous Goods & Services,98.771
2013-10,All Items,Food,97.886
2013-10,All Items,Food Excl Food Servicing Services,97.554
2013-10,All Items,Food Servicing Services,98.095
2013-10,All Items,Clothing & Footwear,100.859
2013-10,All Items,Housing & Utilities,99.577
2013-10,All Items,Household Durables And Services,99.032
2013-10,All Items,Health Care,98.161
2013-10,All Items,Transport,102.7
2013-10,All Items,Communication,100.143
2013-10,All Items,Recreation & Culture,98.955
2013-10,All Items,Education,97.651
2013-10,All Items,Miscellaneous Goods & Services,98.812
2013-11,All Items,Food,98.033
2013-11,All Items,Food Excl Food Servicing Services,97.851
2013-11,All Items,Food Servicing Services,98.148
2013-11,All Items,Clothing & Footwear,102.617
2013-11,All Items,Housing & Utilities,101.066
2013-11,All Items,Household Durables And Services,99.33
2013-11,All Items,Health Care,98.25
2013-11,All Items,Transport,103.494
2013-11,All Items,Communication,100.178
2013-11,All Items,Recreation & Culture,100.074
2013-11,All Items,Education,97.651
2013-11,All Items,Miscellaneous Goods & Services,98.718
2013-12,All Items,Food,98.322
2013-12,All Items,Food Excl Food Servicing Services,98.417
2013-12,All Items,Food Servicing Services,98.261
2013-12,All Items,Clothing & Footwear,100.717
2013-12,All Items,Housing & Utilities,101.136
2013-12,All Items,Household Durables And Services,99.372
2013-12,All Items,Health Care,98.507
2013-12,All Items,Transport,101.431
2013-12,All Items,Communication,99.506
2013-12,All Items,Recreation & Culture,100.694
2013-12,All Items,Education,97.654
2013-12,All Items,Miscellaneous Goods & Services,98.241
2014-01,All Items,Food,99.333
2014-01,All Items,Food Excl Food Servicing Services,100.01
2014-01,All Items,Food Servicing Services,98.957
2014-01,All Items,Clothing & Footwear,101.065
2014-01,All Items,Housing & Utilities,101.039
